"","timestamp","demand","temperature","humidity"
"1",2024-01-01,102.381175254641,19.1628107559273,69.4155516788611
"2",2024-01-01 01:00:00,108.863457719598,16.5548196139326,70.5212740725259
"3",2024-01-01 02:00:00,121.957194935773,16.3012192432114,74.3784686430399
"4",2024-01-01 03:00:00,117.70174033732,16.4667161311994,71.3220608942427
"5",2024-01-01 04:00:00,120.000818054546,16.8424056013819,71.7394764595734
"6",2024-01-01 05:00:00,128.618360317379,18.9411394764244,78.1765607932288
"7",2024-01-01 06:00:00,121.673305446552,18.7374870437308,78.1530130132629
"8",2024-01-01 07:00:00,111.052582275513,17.7842939411461,73.1722152611177
"9",2024-01-01 08:00:00,110.772424189632,13.5349328078295,75.9994193680722
"10",2024-01-01 09:00:00,107.843415394172,14.337732264075,72.8639057852609
"11",2024-01-01 10:00:00,111.375687516322,11.3256495197164,71.9294802303719
"12",2024-01-01 11:00:00,101.885139104174,12.6457961988786,69.6136919878575
"13",2024-01-01 12:00:00,96.9207186173402,18.0145729528961,72.9089884587979
"14",2024-01-01 13:00:00,90.6538280957099,16.644370719979,62.5699594351494
"15",2024-01-01 14:00:00,83.1862454163878,11.5359511027824,70.4410472706907
"16",2024-01-01 15:00:00,91.7288164647715,15.012075492371,67.7117777553503
"17",2024-01-01 16:00:00,83.2926668053266,11.949981688553,65.9996358653761
"18",2024-01-01 17:00:00,70.2960171776019,11.768303521928,66.8173199246526
"19",2024-01-01 18:00:00,84.3245378971572,14.3450501450515,61.900972336476
"20",2024-01-01 19:00:00,80.4589816850538,12.286848415059,65.2130587848823
"21",2024-01-01 20:00:00,80.6693644561815,15.4466681893954,64.9267401179438
"22",2024-01-01 21:00:00,89.0679157695323,14.2444028563985,68.7527677503346
"23",2024-01-01 22:00:00,89.8585588510376,12.4230866055077,73.2647547320223
"24",2024-01-01 23:00:00,96.5276774151026,15.9849757159399,64.0601846797618
"25",2024-01-02,102.230489602741,15.8824058600374,74.5247040683227
"26",2024-01-02 01:00:00,101.753009872358,15.6545415236897,72.9240331773131
"27",2024-01-02 02:00:00,118.524718562472,16.901607772487,74.386308582837
"28",2024-01-02 03:00:00,118.288192571714,17.8179603321218,71.684234453735
"29",2024-01-02 04:00:00,113.835821834825,19.3612929114425,72.0207505891295
"30",2024-01-02 05:00:00,126.484235579712,18.3575569093897,71.7481261560971
"31",2024-01-02 06:00:00,121.673169477095,18.5377681144559,81.8846688562297
"32",2024-01-02 07:00:00,116.074653259843,15.2782172471735,79.1746471800772
"33",2024-01-02 08:00:00,118.854437165188,16.982702300233,72.9048867685032
"34",2024-01-02 09:00:00,114.634511189254,16.5300549178906,77.2030983883667
"35",2024-01-02 10:00:00,109.535300451736,15.306942453323,66.2733486041055
"36",2024-01-02 11:00:00,103.701385672772,14.4515402643122,72.7644110888069
"37",2024-01-02 12:00:00,97.8585618958562,14.5096503641837,67.1686239175535
"38",2024-01-02 13:00:00,89.9629659687681,13.7770895547052,73.2959485543799
"39",2024-01-02 14:00:00,84.6077454304514,14.1093074513021,69.2020627966222
"40",2024-01-02 15:00:00,81.0640009994698,15.5670747262023,60.0572824308047
"41",2024-01-02 16:00:00,77.5019822195951,11.9576181736926,68.0649189539929
"42",2024-01-02 17:00:00,79.2616166583711,11.7698957532995,59.8825889663894
"43",2024-01-02 18:00:00,74.6628740183795,16.6324998965488,70.790492216756
"44",2024-01-02 19:00:00,93.839813147894,11.8994376106662,59.9378963709859
"45",2024-01-02 20:00:00,92.2203846972388,12.0924613781651,62.5989004105822
"46",2024-01-02 21:00:00,84.7143361799611,14.852952643733,67.6416005952041
"47",2024-01-02 22:00:00,93.1462426142556,14.2845256579706,66.2941713162483
"48",2024-01-02 23:00:00,98.0109393481114,16.3060008245496,70.7845461552397
"49",2024-01-03,109.4275908563,17.6747103471278,67.1227689581048
"50",2024-01-03 01:00:00,109.941707095776,22.4508568580382,67.7359831817724
"51",2024-01-03 02:00:00,115.774448502947,19.9464002746324,75.1038331046079
"52",2024-01-03 03:00:00,117.550662301146,19.8565153106892,72.6287512980657
"53",2024-01-03 04:00:00,119.484219742648,18.8913814517653,73.4278521548571
"54",2024-01-03 05:00:00,127.230234228994,17.5915175675839,77.1431398282044
"55",2024-01-03 06:00:00,118.584051512795,18.392783171854,71.0318227732935
"56",2024-01-03 07:00:00,125.304417916637,15.9373609394678,73.1514210462449
"57",2024-01-03 08:00:00,106.807095118286,19.1554332869727,69.2907085702209
